"","ID","CHR","MAPINFO","Strand","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","UCSC_CpG_Islands_Name","Relation_to_UCSC_CpG_Island","GencodeBasicV12_NAME","GencodeBasicV12_Accession","GencodeBasicV12_Group","GencodeCompV12_NAME","GencodeCompV12_Accession","GencodeCompV12_Group","DNase_Hypersensitivity_NAME","DNase_Hypersensitivity_Evidence_Count","OpenChromatin_NAME","OpenChromatin_Evidence_Count","TFBS_NAME","TFBS_Evidence_Count","Phantom4_Enhancers","Phantom5_Enhancers","custom_Name","custom_Accession","custom_Group"
"4504","cg24338351","20",36149053,"R","BLCAP","NM_001167821","5'UTR","chr20:36148603-36150136","Island","BLCAP","ENST00000397131.1","5'UTR","BLCAP","ENST00000456058.1","5'UTR","chr20:36148860-36149155",3,"",NA,"",NA,"","","BLCAP","NM_001167821","5'UTR"
"4505","cg22885821","20",57465921,"R","GNAS","NM_001077490","3'UTR","chr20:57463652-57467739","Island","GNAS","ENST00000371095.3","TSS1500","GNAS","ENST00000371095.3","TSS1500","chr20:57464860-57467395",3,"",NA,"",NA,"high-CpG:56898700-56901058","","GNAS","NM_001077490","3'UTR"
"4506","cg01168289","11",32421514,"R","WT1","NM_024425","Body","","","","","","WT1","ENST00000526685.1","5'UTR","",NA,"",NA,"",NA,"","","WT1","NM_024425","Body"
"4507","cg03687345","4",1165559,"R","SPON2","NM_001128325","Body","chr4:1164515-1166582","Island","","","","SPON2","ENST00000509697.1","TSS1500","chr4:1165385-1166655",3,"",NA,"",NA,"","","SPON2","NM_001128325","Body"
"4508","cg02459416","17",7758256,"R","TMEM88","NM_203411","TSS200","chr17:7758607-7758980","N_Shore","TMEM88","ENST00000301599.6","TSS200","TMEM88","ENST00000301599.6","TSS200","chr17:7758145-7758690",3,"",NA,"",NA,"","","TMEM88","NM_203411","TSS200"
"4509","cg14937446","14",101349484,"R","RTL1","NM_001134888","1stExon","chr14:101349372-101349860","Island","RTL1","ENST00000534062.1","1stExon","RTL1","ENST00000534062.1","1stExon","chr14:101349345-101349815",3,"",NA,"",NA,"","","RTL1","NM_001134888","1stExon"
"4510","cg25554751","11",2548989,"F","KCNQ1","NM_000218","Body","","","","","","KCNQ1","ENST00000345015.4","5'UTR","",NA,"chr11:2544942-2549129",6,"chr11:2547966-2549130",6,"","","KCNQ1","NM_000218","Body"
"4511","cg13668823","20",36151683,"F","BLCAP","NM_001167821","5'UTR","chr20:36148603-36150136","S_Shore","BLCAP","ENST00000397131.1","5'UTR","BLCAP","ENST00000397131.1","5'UTR","chr20:36151325-36151835",3,"",NA,"",NA,"","","BLCAP","NM_001167821","5'UTR"
"4512","cg07072722","11",131781246,"R","NTM","NM_001144058","1stExon","chr11:131780328-131781532","Island","NTM","ENST00000374786.1","5'UTR","NTM","ENST00000463395.1","5'UTR","chr11:131780445-131781690",3,"",NA,"",NA,"","","NTM","NM_001144058","1stExon"
"4513","cg13479204","17",46641708,"F","HOXB3","NM_002146","5'UTR","chr17:46641534-46642110","Island","HOXB3","ENST00000485909.2","5'UTR","HOXB3","ENST00000485909.2","5'UTR","chr17:46641245-46642755",3,"",NA,"",NA,"high-CpG:43996704-43996756","","HOXB3","NM_002146","5'UTR"
"4514","cg01389871","14",101323536,"F","MEG3","NR_033360","Body","","","MEG3","ENST00000521256.1","TSS1500","MEG3","ENST00000521256.1","TSS1500","",NA,"",NA,"",NA,"","","MEG3","NR_033360","Body"
"4515","cg25741120","11",2482223,"R","KCNQ1","NM_181798","TSS1500","","","KCNQ1","ENST00000335475.5","TSS1500","KCNQ1","ENST00000335475.5","TSS1500","chr11:2482045-2482255",3,"",NA,"",NA,"","","KCNQ1","NM_181798","TSS1500"
"4516","cg25529587","11",131982540,"F","NTM","NM_001144059","Body","","","","","","NTM","ENST00000479431.1","5'UTR","chr11:131982305-131982590",3,"",NA,"",NA,"","","NTM","NM_001144059","Body"
"4517","cg05822188","7",130137130,"R","MEST","NM_001253900","Body","","","MEST","ENST00000463263.1","TSS1500","MEST","ENST00000475188.1","TSS1500","",NA,"",NA,"",NA,"","","MEST","NM_001253900","Body"
"4518","cg17904997","19",44952572,"F","ZNF229","NM_014518","5'UTR","chr19:44952416-44952809","Island","ZNF229","ENST00000291187.3","5'UTR","ZNF229","ENST00000291187.3","5'UTR","",NA,"chr19:44952368-44953199",6,"chr19:44952102-44953107",6,"","","ZNF229","NM_014518","5'UTR"
"4519","cg04173688","4",1357523,"R","KIAA1530","NM_020894","Body","","","KIAA1530","ENST00000296312.5","5'UTR","KIAA1530","ENST00000296312.5","5'UTR","chr4:1357325-1357715",3,"",NA,"",NA,"","","KIAA1530","NM_020894","Body"
"4520","cg04754904","14",101323350,"R","MEG3","NR_033360","Body","","","MEG3","ENST00000398460.3","TSS1500","MEG3","ENST00000398460.3","TSS1500","",NA,"",NA,"",NA,"","","MEG3","NR_033360","Body"
"4521","cg26014538","3",147126763,"R","ZIC1","NM_003412","TSS1500","chr3:147126988-147128999","N_Shore","ZIC1","ENST00000282928.4","TSS1500","ZIC1","ENST00000282928.4","TSS1500","chr3:147126565-147126795",3,"",NA,"",NA,"","","ZIC1","NM_003412","TSS1500"
"4522","cg13796272","4",1161597,"F","SPON2","NM_001128325","Body","chr4:1161127-1161682","Island","","","","","","","chr4:1161305-1161695",3,"",NA,"",NA,"","","SPON2","NM_001128325","Body"
"4523","cg07643061","18",44555308,"R","TCEB3C","NM_145653","1stExon","chr18:44554879-44556671","Island","TCEB3C","ENST00000330682.2","1stExon","TCEB3C","ENST00000330682.2","1stExon","",NA,"",NA,"",NA,"","","TCEB3C","NM_145653","1stExon"
"4524","cg23473288","8",135671397,"R","ZFAT","NM_001029939","5'UTR","","","ZFAT","ENST00000318135.7","5'UTR","ZFAT","ENST00000318135.7","5'UTR","chr8:135671005-135671455",3,"",NA,"",NA,"","","ZFAT","NM_001029939","5'UTR"
"4525","cg27619414","2",80530687,"R","LRRTM1","NM_178839","Body","chr2:80529677-80530846","Island","","","","","","","chr2:80529845-80530975",3,"",NA,"",NA,"","","LRRTM1","NM_178839","Body"
"4526","cg23624705","1",92952655,"R","GFI1","NM_001127216","TSS1500","chr1:92945907-92952609","S_Shore","GFI1","ENST00000427103.1","TSS1500","GFI1","ENST00000427103.1","TSS1500","chr1:92949025-92952755",3,"",NA,"",NA,"","","GFI1","NM_001127216","TSS1500"
"4527","cg20048109","7",78158112,"R","MAGI2","NM_012301","Body","","","","","","","","","",NA,"",NA,"",NA,"","","MAGI2","NM_012301","Body"
"4528","cg26466375","8",143868530,"R","LY6D","NM_003695","TSS1500","","","LY6D","ENST00000518434.1","TSS1500","LY6D","ENST00000518469.1","TSS1500","",NA,"chr8:143862492-143871322",6,"",NA,"","","LY6D","NM_003695","TSS1500"
"4529","cg19539519","17",26553687,"R","PYY2","NR_003064","Body","chr17:26554244-26555018","N_Shore","PYY2","ENST00000441253.1","TSS200","PYY2","ENST00000441253.1","TSS200","chr17:26553665-26553955",3,"",NA,"",NA,"","","PYY2","NR_003064","Body"
"4530","cg23699196","11",131780334,"R","NTM","NM_016522","TSS1500","chr11:131780328-131781532","Island","NTM","ENST00000374786.1","TSS1500","NTM","ENST00000470371.1","TSS1500","",NA,"chr11:131780104-131782358",6,"chr11:131779929-131782798",6,"","","NTM","NM_016522","TSS1500"
"4531","cg06585606","11",2680854,"F","KCNQ1","NM_000218","Body","","","","","","","","","",NA,"",NA,"chr11:2679740-2690750",6,"","","KCNQ1","NM_000218","Body"
"4532","cg03844268","1",3184187,"R","PRDM16","NM_199454","Body","chr1:3182821-3183216","S_Shore","PRDM16","ENST00000512462.1","5'UTR","PRDM16","ENST00000512462.1","5'UTR","chr1:3184045-3184255",3,"",NA,"",NA,"","","PRDM16","NM_199454","Body"
"4533","cg27351978","8",1650172,"R","DLGAP2","NM_004745","3'UTR","chr8:1649439-1649759","S_Shore","DLGAP2","ENST00000356067.4","3'UTR","DLGAP2","ENST00000356067.4","3'UTR","chr8:1650080-1650475",3,"",NA,"",NA,"","","DLGAP2","NM_004745","3'UTR"
"4534","cg26701242","21",38077971,"F","SIM2","NM_009586","Body","chr21:38079941-38081833","N_Shore","SIM2","ENST00000460783.1","5'UTR","SIM2","ENST00000460783.1","5'UTR","chr21:38076425-38079075",3,"",NA,"",NA,"","","SIM2","NM_009586","Body"
"4535","cg08992854","16",1036201,"R","SOX8","NM_014587","3'UTR","chr16:1036820-1037448","N_Shore","SOX8","ENST00000293894.3","3'UTR","SOX8","ENST00000293894.3","3'UTR","chr16:1036125-1036395",3,"",NA,"",NA,"","","SOX8","NM_014587","3'UTR"
"4536","cg25205758","6",144385672,"R","PLAGL1","NM_001080951","1stExon","chr6:144384894-144385888","Island","PLAGL1","ENST00000444202.1","1stExon","PLAGL1","ENST00000444202.1","1stExon","chr6:144385445-144386275",3,"",NA,"",NA,"","","PLAGL1","NM_001080951","1stExon"
"4537","cg23571811","11",69954285,"R","ANO1","NM_018043","Body","","","ANO1","ENST00000531349.1","TSS200","ANO1","ENST00000531349.1","TSS200","chr11:69954220-69954770",3,"",NA,"",NA,"","","ANO1","NM_018043","Body"
"4538","cg20554943","20",57429025,"F","GNAS","NM_001077490","1stExon","chr20:57429024-57431239","Island","GNAS","ENST00000371099.2","1stExon","GNAS","ENST00000371099.2","1stExon","chr20:57428585-57429355",3,"",NA,"",NA,"","","GNAS","NM_001077490","1stExon"
"4539","cg20919799","11",2906667,"R","CDKN1C","NM_001122630","Body","chr11:2905023-2907024","Island","CDKN1C","ENST00000430149.2","1stExon","CDKN1C","ENST00000430149.2","1stExon","chr11:2906205-2906795",3,"",NA,"",NA,"","","CDKN1C","NM_001122630","Body"
"4540","cg05668273","8",135725537,"R","ZFAT","NM_020863","TSS1500","chr8:135724770-135725552","Island","ZFAT","ENST00000523399.1","TSS1500","ZFAT","ENST00000523399.1","TSS1500","",NA,"chr8:135723993-135726241",6,"chr8:135723393-135727244",6,"","","ZFAT","NM_020863","TSS1500"
"4541","cg07355278","14",101295661,"R","MEG3","NR_046473","Body","chr14:101293427-101294433","S_Shore","MEG3","ENST00000452120.2","5'UTR","MEG3","ENST00000452120.2","5'UTR","",NA,"",NA,"",NA,"low-CpG:100364881-100365415","","MEG3","NR_046473","Body"
"4542","cg19279471","6",160404451,"F","IGF2R","NM_000876","Body","","","","","","","","","chr6:160404205-160404510",3,"",NA,"",NA,"","chr6:160404300-160404300","IGF2R","NM_000876","Body"
"4543","cg13382769","7",79084078,"F","MAGI2","NM_012301","TSS1500","chr7:79082174-79082427","S_Shore","MAGI2","ENST00000536298.1","TSS1500","MAGI2","ENST00000536298.1","TSS1500","chr7:79083965-79084355",3,"",NA,"",NA,"","","MAGI2","NM_012301","TSS1500"
"4544","cg17927488","2",80529547,"R","LRRTM1","NM_178839","Body","chr2:80531367-80531719","N_Shore","","","","","","","chr2:80529125-80529615",3,"",NA,"",NA,"","","LRRTM1","NM_178839","Body"
"4545","cg19273883","2",207043441,"R","GPR1","NM_005279","5'UTR","","","GPR1","ENST00000437420.1","5'UTR","GPR1","ENST00000442134.1","5'UTR","",NA,"",NA,"",NA,"","","GPR1","NM_005279","5'UTR"
"4546","cg23420164","11",131335863,"R","NTM","NM_001048209","Body","","","","","","NTM","ENST00000436745.1","5'UTR","chr11:131335705-131336035",3,"",NA,"",NA,"","","NTM","NM_001048209","Body"
"4547","cg25689961","11",3148731,"R","OSBPL5","NM_145638","Body","","","OSBPL5","ENST00000525498.1","TSS1500","OSBPL5","ENST00000459995.1","TSS1500","chr11:3148580-3148790",3,"",NA,"",NA,"","","OSBPL5","NM_145638","Body"
"4548","cg03389697","11",2798130,"R","KCNQ1","NM_000218","Body","","","KCNQ1","ENST00000526095.1","TSS1500","KCNQ1","ENST00000526095.1","TSS1500","",NA,"chr11:2795581-2802075",6,"",NA,"","","KCNQ1","NM_000218","Body"
"4549","cg12141662","1",3191238,"F","PRDM16","NM_022114","Body","","","PRDM16","ENST00000512462.1","5'UTR","PRDM16","ENST00000512462.1","5'UTR","",NA,"",NA,"",NA,"","","PRDM16","NM_022114","Body"
"4550","cg13917204","10",69362497,"R","CTNNA3","NM_013266","Body","","","","","","","","","chr10:69362380-69362610",3,"",NA,"",NA,"","","CTNNA3","NM_013266","Body"
"4551","cg15196806","7",27171213,"F","HOXA4","NM_002141","TSS1500","chr7:27169572-27170638","S_Shore","HOXA4","ENST00000428284.2","TSS1500","HOXA4","ENST00000511914.1","TSS1500","",NA,"chr7:27168842-27171216",6,"chr7:27168436-27171885",6,"","","HOXA4","NM_002141","TSS1500"
"4552","cg16007063","7",50575986,"F","DDC","NM_001242887","Body","","","","","","","","","chr7:50575845-50576270",3,"",NA,"",NA,"","","DDC","NM_001242887","Body"
"4553","cg15160445","20",57426749,"R","GNAS","NM_080425","TSS1500","chr20:57426729-57427047","Island","GNAS-AS1","ENST00000424094.1","TSS1500","GNAS-AS1","ENST00000424094.1","TSS1500","chr20:57426225-57427395",3,"",NA,"",NA,"","","GNAS","NM_080425","TSS1500"
"4554","cg13536051","11",2594099,"R","KCNQ1","NM_000218","Body","chr11:2593957-2594201","Island","","","","","","","",NA,"",NA,"",NA,"","","KCNQ1","NM_000218","Body"
"4555","cg25122233","12",54412506,"R","HOXC4","NM_014620","5'UTR","chr12:54412990-54413346","N_Shore","AC012531.25","ENST00000562848.1","TSS1500","AC012531.25","ENST00000562848.1","TSS1500","chr12:54412045-54412835",3,"",NA,"",NA,"","chr12:54411861-54411861","HOXC4","NM_014620","5'UTR"
"4556","cg11231143","17",26554245,"R","PYY2","NR_003064","Body","chr17:26554244-26555018","Island","PYY2","ENST00000441253.1","5'UTR","PYY2","ENST00000441253.1","5'UTR","",NA,"chr17:26552305-26555927",6,"chr17:26554140-26556333",6,"","","PYY2","NR_003064","Body"
"4557","cg04813639","15",79383947,"F","RASGRF1","NM_001145648","TSS1500","chr15:79381804-79384209","Island","RASGRF1","ENST00000558480.2","TSS1500","RASGRF1","ENST00000558480.2","TSS1500","chr15:79383800-79384195",3,"",NA,"",NA,"","","RASGRF1","NM_001145648","TSS1500"
"4558","cg17873420","1",1285252,"R","DVL1","NM_004421","TSS1500","chr1:1283933-1285345","Island","DVL1","ENST00000378891.5","TSS1500","DVL1","ENST00000472445.1","TSS1500","chr1:1283360-1285390",3,"",NA,"",NA,"","","DVL1","NM_004421","TSS1500"
"4559","cg25885108","1",3568669,"R","TP73","NM_005427","TSS1500","chr1:3566445-3569636","Island","TP73","ENST00000378295.4","TSS1500","TP73","ENST00000378295.4","TSS1500","chr1:3567225-3570175",3,"",NA,"",NA,"","","TP73","NM_005427","TSS1500"
"4560","cg11208229","11",2182795,"R","INS","NM_000207","TSS1500","","","INS","ENST00000512523.1","TSS1500","INS","ENST00000512523.1","TSS1500","",NA,"chr11:2174846-2196196",6,"",NA,"","","INS","NM_000207","TSS1500"
"4561","cg04819959","7",130135065,"F","MEST","NM_177524","5'UTR","chr7:130130739-130133111","S_Shore","MEST","ENST00000341441.4","5'UTR","MEST","ENST00000341441.4","5'UTR","chr7:130134180-130135235",3,"",NA,"",NA,"","","MEST","NM_177524","5'UTR"
"4562","cg16297569","1",92952517,"R","GFI1","NM_001127216","TSS1500","chr1:92945907-92952609","Island","GFI1","ENST00000427103.1","TSS1500","GFI1","ENST00000427103.1","TSS1500","chr1:92949025-92952755",3,"",NA,"",NA,"","","GFI1","NM_001127216","TSS1500"
"4563","cg23526980","19",57649734,"F","ZIM3","NM_052882","Body","","","","","","","","","",NA,"",NA,"",NA,"","","ZIM3","NM_052882","Body"
"4564","cg21685427","20",42187356,"F","SGK2","NM_170693","TSS1500","","","SGK2","ENST00000373100.1","TSS1500","SGK2","ENST00000373100.1","TSS1500","chr20:42187180-42187755",3,"",NA,"",NA,"","","SGK2","NM_170693","TSS1500"
"4565","cg17071409","4",1343336,"F","KIAA1530","NM_020894","Body","chr4:1340107-1341471","S_Shore","KIAA1530","ENST00000296312.5","5'UTR","KIAA1530","ENST00000296312.5","5'UTR","",NA,"",NA,"",NA,"","","KIAA1530","NM_020894","Body"
"4566","cg21526238","6",144329672,"R","HYMAI","NR_002768","Body","chr6:144328916-144329847","Island","PLAGL1","ENST00000392309.1","TSS200","PLAGL1","ENST00000392309.1","TSS200","",NA,"chr6:144328909-144330052",6,"chr6:144327425-144330281",6,"","","HYMAI","NR_002768","Body"
"4567","cg24643429","1",3562429,"R","WDR8","NM_017818","Body","chr1:3559952-3561009","S_Shore","","","","WRAP73","ENST00000465916.1","3'UTR","",NA,"chr1:3562240-3562882",4,"",NA,"","","WDR8","NM_017818","Body"
"4568","cg10107050","3",147126244,"F","ZIC1","NM_003412","TSS1500","chr3:147126988-147128999","N_Shore","ZIC1","ENST00000282928.4","TSS1500","ZIC1","ENST00000282928.4","TSS1500","",NA,"",NA,"chr3:147122287-147132869",6,"","","ZIC1","NM_003412","TSS1500"
"4569","cg11399621","6",105529718,"R","LIN28B","NM_001004317","3'UTR","","","LIN28B","ENST00000345080.4","3'UTR","LIN28B","ENST00000345080.4","3'UTR","chr6:105529580-105529815",3,"",NA,"",NA,"","","LIN28B","NM_001004317","3'UTR"
"4570","cg00930455","7",96654548,"F","DLX5","NM_005221","TSS1500","chr7:96653467-96654199","S_Shore","DLX5","ENST00000493764.1","TSS1500","DLX5","ENST00000493764.1","TSS1500","chr7:96654445-96654655",3,"",NA,"",NA,"","","DLX5","NM_005221","TSS1500"
"4571","cg04891917","11",105947743,"R","KBTBD3","NM_152433","5'UTR","chr11:105948097-105948830","N_Shore","AASDHPPT","ENST00000278618.4","TSS1500","AASDHPPT","ENST00000533423.1","5'UTR","chr11:105947580-105947950",3,"",NA,"",NA,"","","KBTBD3","NM_152433","5'UTR"
"4572","cg23097155","12",133066069,"R","FBRSL1","NM_001142641","TSS1500","chr12:133065843-133066393","Island","FBRSL1","ENST00000261673.6","TSS1500","FBRSL1","ENST00000261673.6","TSS1500","chr12:133065705-133066835",3,"",NA,"",NA,"","","FBRSL1","NM_001142641","TSS1500"
"4573","cg13175786","1",3159615,"F","PRDM16","NM_022114","Body","chr1:3157509-3158300","S_Shore","PRDM16","ENST00000512462.1","5'UTR","PRDM16","ENST00000463591.1","TSS1500","",NA,"chr1:3157045-3160630",6,"",NA,"","","PRDM16","NM_022114","Body"
"4574","cg13444966","11",2705357,"R","KCNQ1","NM_000218","Body","","","KCNQ1OT1","ENST00000557213.1","1stExon","KCNQ1OT1","ENST00000557213.1","1stExon","",NA,"",NA,"chr11:2702357-2722926",6,"","","KCNQ1","NM_000218","Body"
"4575","cg13471114","2",63276984,"F","OTX1","NM_014562","TSS1500","chr2:63274475-63279430","Island","OTX1","ENST00000366671.3","TSS1500","OTX1","ENST00000366671.3","TSS1500","chr2:63276825-63279575",3,"",NA,"",NA,"","","OTX1","NM_014562","TSS1500"
"4576","cg02573276","1",2344586,"F","PEX10","NM_002617","TSS1500","chr1:2343385-2344717","Island","PEX10","ENST00000288774.3","TSS1500","PEX10","ENST00000514502.1","TSS1500","",NA,"chr1:2343061-2346476",6,"chr1:2330778-2351383",6,"","","PEX10","NM_002617","TSS1500"
"4577","cg06521247","1",3209787,"R","PRDM16","NM_022114","Body","","","PRDM16","ENST00000512462.1","5'UTR","PRDM16","ENST00000512462.1","5'UTR","",NA,"chr1:3207389-3213814",6,"chr1:3208329-3210865",6,"","","PRDM16","NM_022114","Body"
"4578","cg01145738","11",109964925,"R","ZC3H12C","NM_033390","Body","chr11:109963240-109964677","S_Shore","","","","","","","chr11:109964065-109965170",3,"",NA,"",NA,"","","ZC3H12C","NM_033390","Body"
"4579","cg03471999","8",1655752,"F","DLGAP2","NM_004745","3'UTR","","","DLGAP2","ENST00000356067.4","3'UTR","DLGAP2","ENST00000356067.4","3'UTR","",NA,"",NA,"",NA,"","","DLGAP2","NM_004745","3'UTR"
"4580","cg25875953","1",3001128,"F","PRDM16","NM_022114","Body","chr1:2999727-2999978","S_Shore","","","","","","","",NA,"chr1:2992237-3003395",6,"",NA,"","","PRDM16","NM_022114","Body"
"4581","cg02871960","6",11747325,"F","ADTRP","NM_032744","Body","","","","","","ADTRP","ENST00000512139.1","3'UTR","chr6:11747280-11747550",3,"",NA,"",NA,"","","ADTRP","NM_032744","Body"
"4582","cg07433373","7",79080588,"R","MAGI2","NM_012301","Body","chr7:79081565-79081879","N_Shore","","","","","","","",NA,"",NA,"chr7:79080518-79085959",6,"","","MAGI2","NM_012301","Body"
"4583","cg02335306","11",2559880,"R","KCNQ1","NM_000218","Body","","","","","","","","","chr11:2559540-2560015",3,"",NA,"",NA,"","","KCNQ1","NM_000218","Body"
"4584","cg01765238","7",50666856,"R","GRB10","NM_001001550","Body","","","","","","GRB10","ENST00000473696.1","3'UTR","chr7:50666700-50666995",3,"",NA,"",NA,"","","GRB10","NM_001001550","Body"
"4585","cg11285807","20",57426395,"R","GNAS","NM_016592","3'UTR","chr20:57426729-57427047","N_Shore","GNAS-AS1","ENST00000424094.1","TSS1500","GNAS-AS1","ENST00000424094.1","TSS1500","chr20:57426225-57427395",3,"",NA,"",NA,"","","GNAS","NM_016592","3'UTR"
"4586","cg02916809","4",1003208,"R","","","","chr4:1003106-1005455","Island","FGFRL1","ENST00000512562.1","TSS1500","FGFRL1","ENST00000512562.1","TSS1500","chr4:1002900-1004795",3,"",NA,"",NA,"","","FGFRL1","ENST00000512562.1","TSS1500"
"4587","cg08734637","7",130131189,"F","MESTIT1","NR_004382","TSS200","chr7:130130739-130133111","Island","MEST","ENST00000341441.4","5'UTR","MEST","ENST00000341441.4","5'UTR","chr7:130131080-130131555",3,"",NA,"",NA,"","","MESTIT1","NR_004382","TSS200"
"4588","cg22113930","15",26108410,"F","ATP10A","NM_024490","TSS200","chr15:26107503-26108818","Island","ATP10A","ENST00000553577.1","TSS1500","ATP10A","ENST00000553577.1","TSS1500","chr15:26106525-26109735",3,"",NA,"",NA,"high-CpG:23659329-23660339","","ATP10A","NM_024490","TSS200"
"4589","cg20968551","1",214598756,"R","PTPN14","NM_005401","Body","","","","","","","","","",NA,"",NA,"chr1:214598398-214598906",4,"","","PTPN14","NM_005401","Body"
"4590","cg08686678","1",92949518,"R","GFI1","NM_001127216","5'UTR","chr1:92945907-92952609","Island","GFI1","ENST00000483490.1","3'UTR","GFI1","ENST00000483490.1","3'UTR","chr1:92949025-92952755",3,"",NA,"",NA,"high-CpG:92721797-92722153","","GFI1","NM_001127216","5'UTR"
"4591","cg19628497","14",101194267,"F","DLK1","NM_003836","Body","chr14:101192851-101193499","S_Shore","","","","DLK1","ENST00000555747.1","5'UTR","",NA,"chr14:101190808-101195003",6,"",NA,"","","DLK1","NM_003836","Body"
"4592","cg23837895","9",129424475,"R","LMX1B","NM_002316","Body","","","","","","","","","chr9:129424365-129424655",3,"",NA,"",NA,"","","LMX1B","NM_002316","Body"
"4593","cg13675388","11",131768515,"F","NTM","NM_001048209","Body","","","","","","","","","chr11:131768380-131768615",3,"",NA,"",NA,"","","NTM","NM_001048209","Body"
"4594","cg09338932","12",133073452,"F","FBRSL1","NM_001142641","Body","chr12:133073397-133073632","Island","","","","","","","",NA,"chr12:133064769-133081478",6,"",NA,"","","FBRSL1","NM_001142641","Body"
